
---------- Begin Simulation Statistics ----------
simSeconds                                  33.684799                       # Number of seconds simulated (Second)
board.cache_hierarchy.membus.reqLayer5.utilization          0.0                       # Layer utilization (Ratio)
board.cache_hierarchy.membus.reqLayer6.occupancy     13377166                       # Layer occupancy (ticks) (Tick)
board.cache_hierarchy.membus.reqLayer6.utilization          0.0                       # Layer utilization (Ratio)
board.cache_hierarchy.membus.respLayer0.occupancy    289294051                       # Layer occupancy (ticks) (Tick)
board.cache_hierarchy.membus.respLayer0.utilization          0.0                       # Layer utilization (Ratio)
board.cache_hierarchy.membus.respLayer2.occupancy  48143248982                       # Layer occupancy (ticks) (Tick)
board.cache_hierarchy.membus.respLayer2.utilization          0.0                       # Layer utilization (Ratio)
board.cache_hierarchy.membus.respLayer3.occupancy   3046427458                       # Layer occupancy (ticks) (Tick)
board.cache_hierarchy.membus.respLayer3.utilization          0.0                       # Layer utilization (Ratio)
board.cache_hierarchy.membus.respLayer4.occupancy  20981702856                       # Layer occupancy (ticks) (Tick)
board.cache_hierarchy.membus.respLayer4.utilization          0.0                       # Layer utilization (Ratio)
board.cache_hierarchy.membus.respLayer5.occupancy      7352342                       # Layer occupancy (ticks) (Tick)
board.cache_hierarchy.membus.respLayer5.utilization          0.0                       # Layer utilization (Ratio)
board.cache_hierarchy.membus.respLayer6.occupancy   8967959442                       # Layer occupancy (ticks) (Tick)
board.cache_hierarchy.membus.respLayer6.utilization          0.0                       # Layer utilization (Ratio)
board.cache_hierarchy.membus.respLayer7.occupancy  60152239150                       # Layer occupancy (ticks) (Tick)
board.cache_hierarchy.membus.respLayer7.utilization          0.0                       # Layer utilization (Ratio)
board.cache_hierarchy.membus.respLayer8.occupancy      5757914                       # Layer occupancy (ticks) (Tick)
board.cache_hierarchy.membus.respLayer8.utilization          0.0                       # Layer utilization (Ratio)
board.cache_hierarchy.membus.snoop_filter.totRequests     65077420                       # Total number of requests made to the snoop filter. (Count)
board.cache_hierarchy.membus.snoop_filter.hitSingleRequests     36766896                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
board.cache_hierarchy.membus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
board.cache_hierarchy.membus.snoop_filter.totSnoops            0                       # Total number of snoops made to the snoop filter. (Count)
board.cache_hierarchy.membus.snoop_filter.hitSingleSnoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
board.cache_hierarchy.membus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
board.clk_domain.clock                            333                       # Clock period in ticks (Tick)
board.clk_domain.voltage_domain.voltage             1                       # Voltage in Volts (Volt)
board.iobus.transDist::ReadReq                2105856                       # Transaction distribution (Count)
board.iobus.transDist::ReadResp               2105856                       # Transaction distribution (Count)
board.iobus.transDist::WriteReq              66290851                       # Transaction distribution (Count)
board.iobus.transDist::WriteResp             66290851                       # Transaction distribution (Count)
board.iobus.pktCount_board.bridge.mem_side_port::board.pc.south_bridge.ide.pio    135772756                       # Packet count per connected requestor and responder (Count)
board.iobus.pktCount_board.bridge.mem_side_port::board.pc.south_bridge.io_apic.pio           28                       # Packet count per connected requestor and responder (Count)
board.iobus.pktCount_board.bridge.mem_side_port::board.pc.com_1.pio          184                       # Packet count per connected requestor and responder (Count)
board.iobus.pktCount_board.bridge.mem_side_port::total    135772968                       # Packet count per connected requestor and responder (Count)
board.iobus.pktCount_board.pc.south_bridge.io_apic.int_request::board.apicbridge.cpu_side_port      1020446                       # Packet count per connected requestor and responder (Count)
board.iobus.pktCount_board.pc.south_bridge.io_apic.int_request::total      1020446                       # Packet count per connected requestor and responder (Count)
board.iobus.pktCount::total                 136793414                       # Packet count per connected requestor and responder (Count)
board.iobus.pktSize_board.bridge.mem_side_port::board.pc.south_bridge.ide.pio    263803178                       # Cumulative packet size per connected requestor and responder (Byte)
board.iobus.pktSize_board.bridge.mem_side_port::board.pc.south_bridge.io_apic.pio           56                       # Cumulative packet size per connected requestor and responder (Byte)
board.iobus.pktSize_board.bridge.mem_side_port::board.pc.com_1.pio           92                       # Cumulative packet size per connected requestor and responder (Byte)
board.iobus.pktSize_board.bridge.mem_side_port::total    263803326                       # Cumulative packet size per connected requestor and responder (Byte)
board.iobus.pktSize_board.pc.south_bridge.io_apic.int_request::board.apicbridge.cpu_side_port      2040892                       # Cumulative packet size per connected requestor and responder (Byte)
board.iobus.pktSize_board.pc.south_bridge.io_apic.int_request::total      2040892                       # Cumulative packet size per connected requestor and responder (Byte)
board.iobus.pktSize::total                  265844218                       # Cumulative packet size per connected requestor and responder (Byte)
board.iobus.power_state.pwrStateResidencyTicks::UNDEFINED 128376606682206                       # Cumulative time (in ticks) in various power states (Tick)
board.iobus.reqLayer0.occupancy             509192956                       # Layer occupancy (ticks) (Tick)
board.iobus.reqLayer0.utilization                 0.0                       # Layer utilization (Ratio)
board.iobus.reqLayer10.occupancy                38628                       # Layer occupancy (ticks) (Tick)
board.iobus.reqLayer10.utilization                0.0                       # Layer utilization (Ratio)
board.iobus.reqLayer3.occupancy           44511102606                       # Layer occupancy (ticks) (Tick)
board.iobus.reqLayer3.utilization                 0.0                       # Layer utilization (Ratio)
board.iobus.reqLayer9.occupancy                  8658                       # Layer occupancy (ticks) (Tick)
board.iobus.reqLayer9.utilization                 0.0                       # Layer utilization (Ratio)
board.iobus.respLayer0.occupancy          43877046452                       # Layer occupancy (ticks) (Tick)
board.iobus.respLayer0.utilization                0.0                       # Layer utilization (Ratio)
board.iobus.respLayer2.occupancy            169904259                       # Layer occupancy (ticks) (Tick)
board.iobus.respLayer2.utilization                0.0                       # Layer utilization (Ratio)
board.l3bus.transDist::ReadReq                9377473                       # Transaction distribution (Count)
board.l3bus.transDist::ReadResp              36342720                       # Transaction distribution (Count)
board.l3bus.transDist::WriteReq              66427814                       # Transaction distribution (Count)
board.l3bus.transDist::WriteResp             66427814                       # Transaction distribution (Count)
board.l3bus.transDist::WritebackDirty        32119037                       # Transaction distribution (Count)
board.l3bus.transDist::CleanEvict            48833439                       # Transaction distribution (Count)
board.l3bus.transDist::UpgradeReq              826431                       # Transaction distribution (Count)
board.l3bus.transDist::UpgradeResp             826431                       # Transaction distribution (Count)
board.l3bus.transDist::ReadExReq             17798532                       # Transaction distribution (Count)
board.l3bus.transDist::ReadExResp            17798532                       # Transaction distribution (Count)
board.l3bus.transDist::ReadSharedReq         33312968                       # Transaction distribution (Count)
board.l3bus.pktCount_board.processor.start0.l2cache.mem_side_port::board.l3cache.cpu_side_port    197821413                       # Packet count per connected requestor and responder (Count)
board.l3bus.pktCount_board.processor.start1.l2cache.mem_side_port::board.l3cache.cpu_side_port     93060595                       # Packet count per connected requestor and responder (Count)
board.l3bus.pktCount::total                 290882008                       # Packet count per connected requestor and responder (Count)
board.l3bus.pktSize_board.processor.start0.l2cache.mem_side_port::board.l3cache.cpu_side_port   2033919451                       # Cumulative packet size per connected requestor and responder (Byte)
board.l3bus.pktSize_board.processor.start1.l2cache.mem_side_port::board.l3cache.cpu_side_port   2863414423                       # Cumulative packet size per connected requestor and responder (Byte)
board.l3bus.pktSize::total                 4897333874                       # Cumulative packet size per connected requestor and responder (Byte)
board.l3bus.snoops                           40109874                       # Total snoops (Count)
board.l3bus.snoopTraffic                    710316440                       # Total snoop traffic (Byte)
board.l3bus.snoopFanout::samples            158421442                       # Request fanout histogram (Count)
board.l3bus.snoopFanout::mean                0.121646                       # Request fanout histogram (Count)
board.l3bus.snoopFanout::stdev               0.369327                       # Request fanout histogram (Count)
board.l3bus.snoopFanout::underflows                 0      0.00%      0.00% # Request fanout histogram (Count)
board.l3bus.snoopFanout::0                  141491041     89.31%     89.31% # Request fanout histogram (Count)
board.l3bus.snoopFanout::1                   14589395      9.21%     98.52% # Request fanout histogram (Count)
board.l3bus.snoopFanout::2                    2341006      1.48%    100.00% # Request fanout histogram (Count)
board.l3bus.snoopFanout::overflows                  0      0.00%    100.00% # Request fanout histogram (Count)
board.l3bus.snoopFanout::min_value                  0                       # Request fanout histogram (Count)
board.l3bus.snoopFanout::max_value                  2                       # Request fanout histogram (Count)
board.l3bus.snoopFanout::total              158421442                       # Request fanout histogram (Count)
board.l3bus.power_state.pwrStateResidencyTicks::UNDEFINED 128376606682206                       # Cumulative time (in ticks) in various power states (Tick)
board.l3bus.reqLayer0.occupancy           93696448196                       # Layer occupancy (ticks) (Tick)
board.l3bus.reqLayer0.utilization                 0.0                       # Layer utilization (Ratio)
board.l3bus.respLayer0.occupancy          43911061950                       # Layer occupancy (ticks) (Tick)
board.l3bus.respLayer0.utilization                0.0                       # Layer utilization (Ratio)
board.l3bus.respLayer1.occupancy          30967086793                       # Layer occupancy (ticks) (Tick)
board.l3bus.respLayer1.utilization                0.0                       # Layer utilization (Ratio)
board.l3bus.snoopLayer0.occupancy           599863858                       # Layer occupancy (ticks) (Tick)
board.l3bus.snoopLayer0.utilization               0.0                       # Layer utilization (Ratio)
board.l3bus.snoop_filter.totRequests        102212183                       # Total number of requests made to the snoop filter. (Count)
board.l3bus.snoop_filter.hitSingleRequests     51040490                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
board.l3bus.snoop_filter.hitMultiRequests      6283744                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
board.l3bus.snoop_filter.totSnoops           10117487                       # Total number of snoops made to the snoop filter. (Count)
board.l3bus.snoop_filter.hitSingleSnoops      7776481                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
board.l3bus.snoop_filter.hitMultiSnoops       2341006                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
board.l3cache.demandHits::processor.switch0.core.inst      2620565                       # number of demand (read+write) hits (Count)
board.l3cache.demandHits::processor.switch0.core.data      5263061                       # number of demand (read+write) hits (Count)
board.l3cache.demandHits::processor.switch1.core.inst      4740646                       # number of demand (read+write) hits (Count)
board.l3cache.demandHits::processor.switch1.core.data      8709216                       # number of demand (read+write) hits (Count)
board.l3cache.demandHits::total              21333488                       # number of demand (read+write) hits (Count)
board.l3cache.overallHits::processor.switch0.core.inst      2620565                       # number of overall hits (Count)
board.l3cache.overallHits::processor.switch0.core.data      5263061                       # number of overall hits (Count)
board.l3cache.overallHits::processor.switch1.core.inst      4740646                       # number of overall hits (Count)
board.l3cache.overallHits::processor.switch1.core.data      8709216                       # number of overall hits (Count)
board.l3cache.overallHits::total             21333488                       # number of overall hits (Count)
board.l3cache.demandMisses::processor.switch0.core.inst       592463                       # number of demand (read+write) misses (Count)
board.l3cache.demandMisses::processor.switch0.core.data     11531589                       # number of demand (read+write) misses (Count)
board.l3cache.demandMisses::processor.switch1.core.inst       782342                       # number of demand (read+write) misses (Count)
board.l3cache.demandMisses::processor.switch1.core.data     15918239                       # number of demand (read+write) misses (Count)
board.l3cache.demandMisses::total            28824633                       # number of demand (read+write) misses (Count)
board.l3cache.overallMisses::processor.switch0.core.inst       592463                       # number of overall misses (Count)
board.l3cache.overallMisses::processor.switch0.core.data     11531589                       # number of overall misses (Count)
board.l3cache.overallMisses::processor.switch1.core.inst       782342                       # number of overall misses (Count)
board.l3cache.overallMisses::processor.switch1.core.data     15918239                       # number of overall misses (Count)
board.l3cache.overallMisses::total           28824633                       # number of overall misses (Count)
board.l3cache.demandMissLatency::processor.switch0.core.inst  47179509930                       # number of demand (read+write) miss ticks (Tick)
board.l3cache.demandMissLatency::processor.switch0.core.data 853560162090                       # number of demand (read+write) miss ticks (Tick)
board.l3cache.demandMissLatency::processor.switch1.core.inst  62609980014                       # number of demand (read+write) miss ticks (Tick)
board.l3cache.demandMissLatency::processor.switch1.core.data 1122409545921                       # number of demand (read+write) miss ticks (Tick)
board.l3cache.demandMissLatency::total   2085759197955                       # number of demand (read+write) miss ticks (Tick)
board.l3cache.overallMissLatency::processor.switch0.core.inst  47179509930                       # number of overall miss ticks (Tick)
board.l3cache.overallMissLatency::processor.switch0.core.data 853560162090                       # number of overall miss ticks (Tick)
board.l3cache.overallMissLatency::processor.switch1.core.inst  62609980014                       # number of overall miss ticks (Tick)
board.l3cache.overallMissLatency::processor.switch1.core.data 1122409545921                       # number of overall miss ticks (Tick)
board.l3cache.overallMissLatency::total  2085759197955                       # number of overall miss ticks (Tick)
board.l3cache.demandAccesses::processor.switch0.core.inst      3213028                       # number of demand (read+write) accesses (Count)
board.l3cache.demandAccesses::processor.switch0.core.data     16794650                       # number of demand (read+write) accesses (Count)
board.l3cache.demandAccesses::processor.switch1.core.inst      5522988                       # number of demand (read+write) accesses (Count)
board.l3cache.demandAccesses::processor.switch1.core.data     24627455                       # number of demand (read+write) accesses (Count)
board.l3cache.demandAccesses::total          50158121                       # number of demand (read+write) accesses (Count)
board.l3cache.overallAccesses::processor.switch0.core.inst      3213028                       # number of overall (read+write) accesses (Count)
board.l3cache.overallAccesses::processor.switch0.core.data     16794650                       # number of overall (read+write) accesses (Count)
board.l3cache.overallAccesses::processor.switch1.core.inst      5522988                       # number of overall (read+write) accesses (Count)
board.l3cache.overallAccesses::processor.switch1.core.data     24627455                       # number of overall (read+write) accesses (Count)
board.l3cache.overallAccesses::total         50158121                       # number of overall (read+write) accesses (Count)
board.l3cache.demandMissRate::processor.switch0.core.inst     0.184394                       # miss rate for demand accesses (Ratio)
board.l3cache.demandMissRate::processor.switch0.core.data     0.686623                       # miss rate for demand accesses (Ratio)
board.l3cache.demandMissRate::processor.switch1.core.inst     0.141652                       # miss rate for demand accesses (Ratio)
board.l3cache.demandMissRate::processor.switch1.core.data     0.646362                       # miss rate for demand accesses (Ratio)
board.l3cache.demandMissRate::total          0.574675                       # miss rate for demand accesses (Ratio)
board.l3cache.overallMissRate::processor.switch0.core.inst     0.184394                       # miss rate for overall accesses (Ratio)
board.l3cache.overallMissRate::processor.switch0.core.data     0.686623                       # miss rate for overall accesses (Ratio)
board.l3cache.overallMissRate::processor.switch1.core.inst     0.141652                       # miss rate for overall accesses (Ratio)
board.l3cache.overallMissRate::processor.switch1.core.data     0.646362                       # miss rate for overall accesses (Ratio)
board.l3cache.overallMissRate::total         0.574675                       # miss rate for overall accesses (Ratio)
board.l3cache.demandAvgMissLatency::processor.switch0.core.inst 79632.837713                       # average overall miss latency in ticks ((Tick/Count))
board.l3cache.demandAvgMissLatency::processor.switch0.core.data 74019.301424                       # average overall miss latency in ticks ((Tick/Count))
board.l3cache.demandAvgMissLatency::processor.switch1.core.inst 80028.913204                       # average overall miss latency in ticks ((Tick/Count))
board.l3cache.demandAvgMissLatency::processor.switch1.core.data 70510.911786                       # average overall miss latency in ticks ((Tick/Count))
board.l3cache.demandAvgMissLatency::total 72360.303701                       # average overall miss latency in ticks ((Tick/Count))
board.l3cache.overallAvgMissLatency::processor.switch0.core.inst 79632.837713                       # average overall miss latency ((Tick/Count))
board.l3cache.overallAvgMissLatency::processor.switch0.core.data 74019.301424                       # average overall miss latency ((Tick/Count))
board.l3cache.overallAvgMissLatency::processor.switch1.core.inst 80028.913204                       # average overall miss latency ((Tick/Count))
board.l3cache.overallAvgMissLatency::processor.switch1.core.data 70510.911786                       # average overall miss latency ((Tick/Count))
board.l3cache.overallAvgMissLatency::total 72360.303701                       # average overall miss latency ((Tick/Count))
board.l3cache.blockedCycles::no_mshrs               0                       # number of cycles access was blocked (Cycle)
board.l3cache.blockedCycles::no_targets             0                       # number of cycles access was blocked (Cycle)
board.l3cache.blockedCauses::no_mshrs               0                       # number of times access was blocked (Count)
board.l3cache.blockedCauses::no_targets             0                       # number of times access was blocked (Count)
board.l3cache.avgBlocked::no_mshrs                nan                       # average number of cycles each access was blocked ((Cycle/Count))
board.l3cache.avgBlocked::no_targets              nan                       # average number of cycles each access was blocked ((Cycle/Count))
