
---------- Begin Simulation Statistics ----------
simSeconds                                  22.485541                       # Number of seconds simulated (Second)
board.l3bus.snoop_filter.totRequests         51367741                       # Total number of requests made to the snoop filter. (Count)
board.l3bus.snoop_filter.hitSingleRequests     25623915                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
board.l3bus.snoop_filter.hitMultiRequests      1634934                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
board.l3bus.snoop_filter.totSnoops           26122728                       # Total number of snoops made to the snoop filter. (Count)
board.l3bus.snoop_filter.hitSingleSnoops     15010401                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
board.l3bus.snoop_filter.hitMultiSnoops      11112327                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
board.l3cache.demandHits::processor.switch0.core.inst       331306                       # number of demand (read+write) hits (Count)
board.l3cache.demandHits::processor.switch0.core.data      4725817                       # number of demand (read+write) hits (Count)
board.l3cache.demandHits::processor.switch1.core.inst       244414                       # number of demand (read+write) hits (Count)
board.l3cache.demandHits::processor.switch1.core.data      4335531                       # number of demand (read+write) hits (Count)
board.l3cache.demandHits::total               9637068                       # number of demand (read+write) hits (Count)
board.l3cache.overallHits::processor.switch0.core.inst       331306                       # number of overall hits (Count)
board.l3cache.overallHits::processor.switch0.core.data      4725817                       # number of overall hits (Count)
board.l3cache.overallHits::processor.switch1.core.inst       244414                       # number of overall hits (Count)
board.l3cache.overallHits::processor.switch1.core.data      4335531                       # number of overall hits (Count)
board.l3cache.overallHits::total              9637068                       # number of overall hits (Count)
board.l3cache.demandMisses::processor.switch0.core.inst       120905                       # number of demand (read+write) misses (Count)
board.l3cache.demandMisses::processor.switch0.core.data      8649434                       # number of demand (read+write) misses (Count)
board.l3cache.demandMisses::processor.switch1.core.inst        77453                       # number of demand (read+write) misses (Count)
board.l3cache.demandMisses::processor.switch1.core.data      7042799                       # number of demand (read+write) misses (Count)
board.l3cache.demandMisses::total            15890591                       # number of demand (read+write) misses (Count)
board.l3cache.overallMisses::processor.switch0.core.inst       120905                       # number of overall misses (Count)
board.l3cache.overallMisses::processor.switch0.core.data      8649434                       # number of overall misses (Count)
board.l3cache.overallMisses::processor.switch1.core.inst        77453                       # number of overall misses (Count)
board.l3cache.overallMisses::processor.switch1.core.data      7042799                       # number of overall misses (Count)
board.l3cache.overallMisses::total           15890591                       # number of overall misses (Count)
board.l3cache.demandMissLatency::processor.switch0.core.inst   9920643759                       # number of demand (read+write) miss ticks (Tick)
board.l3cache.demandMissLatency::processor.switch0.core.data 629136596637                       # number of demand (read+write) miss ticks (Tick)
board.l3cache.demandMissLatency::processor.switch1.core.inst   6418902672                       # number of demand (read+write) miss ticks (Tick)
board.l3cache.demandMissLatency::processor.switch1.core.data 539683163613                       # number of demand (read+write) miss ticks (Tick)
board.l3cache.demandMissLatency::total   1185159306681                       # number of demand (read+write) miss ticks (Tick)
board.l3cache.overallMissLatency::processor.switch0.core.inst   9920643759                       # number of overall miss ticks (Tick)
board.l3cache.overallMissLatency::processor.switch0.core.data 629136596637                       # number of overall miss ticks (Tick)
board.l3cache.overallMissLatency::processor.switch1.core.inst   6418902672                       # number of overall miss ticks (Tick)
board.l3cache.overallMissLatency::processor.switch1.core.data 539683163613                       # number of overall miss ticks (Tick)
board.l3cache.overallMissLatency::total  1185159306681                       # number of overall miss ticks (Tick)
board.l3cache.demandAccesses::processor.switch0.core.inst       452211                       # number of demand (read+write) accesses (Count)
board.l3cache.demandAccesses::processor.switch0.core.data     13375251                       # number of demand (read+write) accesses (Count)
board.l3cache.demandAccesses::processor.switch1.core.inst       321867                       # number of demand (read+write) accesses (Count)
board.l3cache.demandAccesses::processor.switch1.core.data     11378330                       # number of demand (read+write) accesses (Count)
board.l3cache.demandAccesses::total          25527659                       # number of demand (read+write) accesses (Count)
board.l3cache.overallAccesses::processor.switch0.core.inst       452211                       # number of overall (read+write) accesses (Count)
board.l3cache.overallAccesses::processor.switch0.core.data     13375251                       # number of overall (read+write) accesses (Count)
board.l3cache.overallAccesses::processor.switch1.core.inst       321867                       # number of overall (read+write) accesses (Count)
board.l3cache.overallAccesses::processor.switch1.core.data     11378330                       # number of overall (read+write) accesses (Count)
board.l3cache.overallAccesses::total         25527659                       # number of overall (read+write) accesses (Count)
board.l3cache.demandMissRate::processor.switch0.core.inst     0.267364                       # miss rate for demand accesses (Ratio)
board.l3cache.demandMissRate::processor.switch0.core.data     0.646675                       # miss rate for demand accesses (Ratio)
board.l3cache.demandMissRate::processor.switch1.core.inst     0.240637                       # miss rate for demand accesses (Ratio)
board.l3cache.demandMissRate::processor.switch1.core.data     0.618966                       # miss rate for demand accesses (Ratio)
board.l3cache.demandMissRate::total          0.622485                       # miss rate for demand accesses (Ratio)
board.l3cache.overallMissRate::processor.switch0.core.inst     0.267364                       # miss rate for overall accesses (Ratio)
board.l3cache.overallMissRate::processor.switch0.core.data     0.646675                       # miss rate for overall accesses (Ratio)
board.l3cache.overallMissRate::processor.switch1.core.inst     0.240637                       # miss rate for overall accesses (Ratio)
board.l3cache.overallMissRate::processor.switch1.core.data     0.618966                       # miss rate for overall accesses (Ratio)
board.l3cache.overallMissRate::total         0.622485                       # miss rate for overall accesses (Ratio)
board.l3cache.demandAvgMissLatency::processor.switch0.core.inst 82053.213341                       # average overall miss latency in ticks ((Tick/Count))
board.l3cache.demandAvgMissLatency::processor.switch0.core.data 72737.313983                       # average overall miss latency in ticks ((Tick/Count))
board.l3cache.demandAvgMissLatency::processor.switch1.core.inst 82874.810169                       # average overall miss latency in ticks ((Tick/Count))
board.l3cache.demandAvgMissLatency::processor.switch1.core.data 76629.073698                       # average overall miss latency in ticks ((Tick/Count))
board.l3cache.demandAvgMissLatency::total 74582.456164                       # average overall miss latency in ticks ((Tick/Count))
board.l3cache.overallAvgMissLatency::processor.switch0.core.inst 82053.213341                       # average overall miss latency ((Tick/Count))
board.l3cache.overallAvgMissLatency::processor.switch0.core.data 72737.313983                       # average overall miss latency ((Tick/Count))
board.l3cache.overallAvgMissLatency::processor.switch1.core.inst 82874.810169                       # average overall miss latency ((Tick/Count))
board.l3cache.overallAvgMissLatency::processor.switch1.core.data 76629.073698                       # average overall miss latency ((Tick/Count))
board.l3cache.overallAvgMissLatency::total 74582.456164                       # average overall miss latency ((Tick/Count))
board.l3cache.blockedCycles::no_mshrs               0                       # number of cycles access was blocked (Cycle)
board.l3cache.blockedCycles::no_targets             0                       # number of cycles access was blocked (Cycle)
board.l3cache.blockedCauses::no_mshrs               0                       # number of times access was blocked (Count)
board.l3cache.blockedCauses::no_targets             0                       # number of times access was blocked (Count)
board.l3cache.avgBlocked::no_mshrs                nan                       # average number of cycles each access was blocked ((Cycle/Count))
board.l3cache.avgBlocked::no_targets              nan                       # average number of cycles each access was blocked ((Cycle/Count))
board.l3cache.writebacks::writebacks          5602100                       # number of writebacks (Count)
board.l3cache.writebacks::total               5602100                       # number of writebacks (Count)
board.l3cache.demandMshrHits::processor.switch0.core.inst           13                       # number of demand (read+write) MSHR hits (Count)
board.l3cache.demandMshrHits::processor.switch0.core.data           33                       # number of demand (read+write) MSHR hits (Count)
board.l3cache.demandMshrHits::processor.switch1.core.inst           30                       # number of demand (read+write) MSHR hits (Count)
board.l3cache.demandMshrHits::processor.switch1.core.data           14                       # number of demand (read+write) MSHR hits (Count)
